OrderID,Date,CustomerID,Region,ProductName,Category,Quantity,UnitPrice,TotalAmount,OrderStatus,SalesAgent
ORD000279,2/10/2025,CUST1230,East,Desk,Furniture,4,11411,45644,Completed,Agent_14
ORD000280,11/6/2025,CUST1308,South,Yoga Mat,Sports,4,1365,5460,Completed,Agent_1
ORD000281,6/20/2025,CUST1155,West,Bookshelf,Furniture,9,8490,76410,Completed,Agent_15
ORD000282,5/5/2025,CUST1309,North,Bookshelf,Furniture,2,9444,18888,Completed,Agent_12
ORD000283,10/1/2025,CUST1332,North,Bookshelf,Furniture,6,9495,56970,Completed,Agent_6
ORD000284,8/29/2025,CUST1163,North,Jacket,Clothing,8,3476,27808,Completed,Agent_15
ORD000285,3/16/2025,CUST1008,North,Jeans,Clothing,1,1822,1822,Completed,Agent_5
ORD000286,4/28/2025,CUST1194,East,Yoga Mat,Sports,7,1438,10066,Completed,Agent_10
ORD000287,11/25/2025,CUST1251,West,Tea Pack,Grocery,6,475,2850,Completed,Agent_8
ORD000288,10/5/2025,CUST1328,North,T-Shirt,Clothing,3,835,2505,Completed,Agent_1
ORD000289,4/29/2025,CUST1034,South,Laptop,Electronics,1,54036,54036,Cancelled,Agent_12
ORD000290,12/8/2025,CUST1315,North,Bookshelf,Furniture,8,8771,70168,Completed,Agent_15
ORD000291,1/9/2025,CUST1271,South,Rice Bag,Grocery,1,1207,1207,Completed,Agent_12
ORD000292,4/2/2025,CUST1054,North,T-Shirt,Clothing,9,850,7650,Completed,Agent_15
ORD000293,7/1/2025,CUST1136,North,Office Chair,Furniture,4,7167,28668,Completed,Agent_13
ORD000294,4/26/2025,CUST1153,South,Jeans,Clothing,8,1823,14584,Returned,Agent_11
ORD000295,9/1/2025,CUST1028,West,Laptop,Electronics,2,53958,107916,Completed,Agent_11
ORD000296,6/19/2025,CUST1289,North,Office Chair,Furniture,8,7483,59864,Completed,Agent_14
ORD000297,10/18/2025,CUST1243,West,Cricket Bat,Sports,4,2355,9420,Completed,Agent_5
ORD000298,6/11/2025,CUST1008,North,Headphones,Electronics,9,3038,27342,Completed,Agent_4
ORD000299,7/19/2025,CUST1346,East,Rice Bag,Grocery,5,1118,5590,Completed,Agent_15
ORD000300,2/10/2025,CUST1256,South,Tea Pack,Grocery,3,529,1587,Completed,Agent_12
ORD000301,11/6/2025,CUST1314,West,Laptop,Electronics,7,52053,364371,Completed,Agent_10
ORD000302,4/27/2025,CUST1182,South,T-Shirt,Clothing,5,845,4225,Completed,Agent_9
ORD000303,11/13/2025,CUST1151,West,Rice Bag,Grocery,10,1238,12380,Completed,Agent_13
ORD000304,11/21/2025,CUST1078,North,Laptop,Electronics,5,51196,255980,Completed,Agent_12
ORD000305,7/4/2025,CUST1138,South,T-Shirt,Clothing,2,720,1440,Completed,Agent_2
ORD000306,2/22/2025,CUST1013,North,Desk,Furniture,8,12136,97088,Completed,Agent_2
ORD000307,2/13/2025,CUST1286,South,Headphones,Electronics,7,2707,18949,Completed,Agent_15
ORD000308,3/13/2025,CUST1137,West,Bookshelf,Furniture,9,8405,75645,Completed,Agent_5
ORD000309,9/5/2025,CUST1039,North,Office Chair,Furniture,3,6908,20724,Completed,Agent_6
ORD000310,2/24/2025,CUST1069,North,Bookshelf,Furniture,8,9168,73344,Completed,Agent_5
ORD000311,8/14/2025,CUST1171,North,Cooking Oil,Grocery,10,1756,17560,Completed,Agent_7
ORD000312,4/13/2025,CUST1245,West,Cricket Bat,Sports,5,2410,12050,Cancelled,Agent_6
ORD000313,10/22/2025,CUST1124,North,Cooking Oil,Grocery,5,1884,9420,Completed,Agent_6
ORD000314,10/7/2025,CUST1092,South,Cooking Oil,Grocery,2,1955,3910,Completed,Agent_11
ORD000315,12/21/2025,CUST1035,West,Smartwatch,Electronics,4,7901,31604,Completed,Agent_14
ORD000316,5/10/2025,CUST1337,West,Tea Pack,Grocery,8,463,3704,Completed,Agent_3
ORD000317,7/25/2025,CUST1273,East,Rice Bag,Grocery,8,1317,10536,Completed,Agent_9
ORD000318,10/2/2025,CUST1304,West,Tea Pack,Grocery,1,529,529,Completed,Agent_11
ORD000319,10/16/2025,CUST1330,West,Smartphone,Electronics,6,23331,139986,Completed,Agent_11
ORD000320,9/19/2025,CUST1265,East,Jeans,Clothing,2,1623,3246,Completed,Agent_9
ORD000321,12/14/2025,CUST1301,East,Cricket Bat,Sports,8,2437,19496,Completed,Agent_12
ORD000322,2/13/2025,CUST1059,South,T-Shirt,Clothing,8,736,5888,Completed,Agent_14
ORD000323,9/24/2025,CUST1247,West,Desk,Furniture,5,11623,58115,Completed,Agent_6
ORD000324,12/30/2025,CUST1058,South,Tea Pack,Grocery,8,481,3848,Completed,Agent_1
ORD000325,6/19/2025,CUST1286,West,Smartphone,Electronics,4,25079,100316,Completed,Agent_7
ORD000326,7/22/2025,CUST1014,West,Desk,Furniture,3,11247,33741,Completed,Agent_12
ORD000327,4/20/2025,CUST1105,East,Desk,Furniture,10,11830,118300,Completed,Agent_5
ORD000328,8/23/2025,CUST1058,West,Laptop,Electronics,9,51556,464004,Completed,Agent_5
ORD000329,10/28/2025,CUST1058,East,Tea Pack,Grocery,6,509,3054,Completed,Agent_6
ORD000330,6/2/2025,CUST1314,South,Tea Pack,Grocery,3,531,1593,Completed,Agent_10
ORD000331,7/11/2025,CUST1072,North,Desk,Furniture,2,11372,22744,Completed,Agent_9
ORD000332,11/22/2025,CUST1275,South,Cricket Bat,Sports,10,2441,24410,Completed,Agent_12
ORD000333,6/11/2025,CUST1230,West,Bookshelf,Furniture,3,8981,26943,Completed,Agent_10
ORD000334,10/15/2025,CUST1258,North,T-Shirt,Clothing,8,741,5928,Completed,Agent_11
ORD000335,1/16/2025,CUST1112,South,Cooking Oil,Grocery,8,1795,14360,Completed,Agent_5
ORD000336,9/11/2025,CUST1281,North,Bookshelf,Furniture,5,8402,42010,Completed,Agent_9
ORD000337,1/22/2025,CUST1225,North,Headphones,Electronics,9,3193,28737,Completed,Agent_9
ORD000338,8/19/2025,CUST1134,North,Rice Bag,Grocery,4,1151,4604,Returned,Agent_6
ORD000339,10/29/2025,CUST1179,West,Smartwatch,Electronics,2,8441,16882,Completed,Agent_14
ORD000340,4/16/2025,CUST1030,East,Rice Bag,Grocery,10,1113,11130,Completed,Agent_10
ORD000341,5/30/2025,CUST1148,South,Jacket,Clothing,9,3267,29403,Returned,Agent_10
ORD000342,7/30/2025,CUST1030,North,Yoga Mat,Sports,2,1390,2780,Completed,Agent_5
ORD000343,5/7/2025,CUST1346,West,Bookshelf,Furniture,3,8549,25647,Completed,Agent_7
ORD000344,2/8/2025,CUST1324,South,Yoga Mat,Sports,5,1538,7690,Completed,Agent_13
ORD000345,7/8/2025,CUST1232,West,Smartwatch,Electronics,9,8399,75591,Completed,Agent_8
ORD000346,2/2/2025,CUST1273,North,Laptop,Electronics,8,56483,451864,Completed,Agent_7
ORD000347,6/22/2025,CUST1280,North,Rice Bag,Grocery,8,1144,9152,Completed,Agent_10
ORD000348,8/24/2025,CUST1008,North,Cooking Oil,Grocery,1,1636,1636,Completed,Agent_2
ORD000349,4/14/2025,CUST1067,West,Desk,Furniture,8,10801,86408,Returned,Agent_15
ORD000350,7/10/2025,CUST1340,East,Desk,Furniture,2,12371,24742,Completed,Agent_15
ORD000351,8/8/2025,CUST1335,East,Smartwatch,Electronics,5,8361,41805,Completed,Agent_2
ORD000352,9/23/2025,CUST1348,East,Smartphone,Electronics,8,22889,183112,Completed,Agent_8
ORD000353,4/28/2025,CUST1196,North,T-Shirt,Clothing,7,831,5817,Completed,Agent_2
ORD000354,7/15/2025,CUST1068,East,Laptop,Electronics,6,53543,321258,Completed,Agent_11
ORD000355,3/26/2025,CUST1225,West,Office Chair,Furniture,9,7088,63792,Completed,Agent_6
ORD000356,2/14/2025,CUST1051,East,Desk,Furniture,10,12447,124470,Cancelled,Agent_3
ORD000357,3/13/2025,CUST1126,West,Yoga Mat,Sports,7,1455,10185,Completed,Agent_5
ORD000358,12/20/2025,CUST1013,East,Bookshelf,Furniture,10,9180,91800,Completed,Agent_14
ORD000359,7/20/2025,CUST1151,West,T-Shirt,Clothing,9,817,7353,Completed,Agent_11
ORD000360,11/1/2025,CUST1036,North,Desk,Furniture,7,11070,77490,Completed,Agent_9
ORD000361,10/19/2025,CUST1215,West,Headphones,Electronics,6,2779,16674,Completed,Agent_6
ORD000362,5/15/2025,CUST1110,South,Desk,Furniture,2,10840,21680,Completed,Agent_1
ORD000363,8/1/2025,CUST1216,West,Tea Pack,Grocery,5,512,2560,Completed,Agent_12
ORD000364,2/10/2025,CUST1261,South,Yoga Mat,Sports,10,1395,13950,Completed,Agent_15
ORD000365,11/29/2025,CUST1348,North,Bookshelf,Furniture,6,8803,52818,Completed,Agent_11
ORD000366,8/11/2025,CUST1059,North,Tea Pack,Grocery,4,455,1820,Completed,Agent_8
ORD000367,12/26/2025,CUST1005,East,Headphones,Electronics,3,2771,8313,Completed,Agent_3
ORD000368,3/27/2025,CUST1190,South,Jacket,Clothing,9,3698,33282,Cancelled,Agent_3
ORD000369,8/8/2025,CUST1139,East,Jacket,Clothing,2,3690,7380,Completed,Agent_9
ORD000370,1/29/2025,CUST1255,North,Yoga Mat,Sports,2,1498,2996,Completed,Agent_14
ORD000371,12/12/2025,CUST1059,East,T-Shirt,Clothing,5,843,4215,Returned,Agent_4
ORD000372,7/16/2025,CUST1076,East,Laptop,Electronics,1,52190,52190,Completed,Agent_3
ORD000373,6/13/2025,CUST1138,West,Smartwatch,Electronics,4,7714,30856,Completed,Agent_14
ORD000374,4/25/2025,CUST1264,North,T-Shirt,Clothing,9,827,7443,Completed,Agent_1
ORD000375,2/14/2025,CUST1283,West,Smartwatch,Electronics,5,8437,42185,Completed,Agent_8
ORD000376,5/5/2025,CUST1237,North,Desk,Furniture,10,12682,126820,Completed,Agent_6
ORD000377,1/4/2025,CUST1209,East,Rice Bag,Grocery,9,1262,11358,Completed,Agent_1
ORD000378,12/3/2025,CUST1192,North,Jacket,Clothing,1,3815,3815,Completed,Agent_14
ORD000379,9/9/2025,CUST1030,East,T-Shirt,Clothing,4,804,3216,Completed,Agent_3
ORD000380,12/25/2025,CUST1190,East,Laptop,Electronics,4,59370,237480,Completed,Agent_8
ORD000381,2/8/2025,CUST1303,West,Laptop,Electronics,9,50968,458712,Completed,Agent_10
ORD000382,7/21/2025,CUST1167,North,Office Chair,Furniture,5,6665,33325,Completed,Agent_6
ORD000383,2/25/2025,CUST1079,South,Office Chair,Furniture,4,6490,25960,Cancelled,Agent_2
ORD000384,4/17/2025,CUST1231,North,Cooking Oil,Grocery,7,1663,11641,Completed,Agent_5
ORD000385,12/27/2025,CUST1308,South,Laptop,Electronics,3,58383,175149,Completed,Agent_1
ORD000386,7/22/2025,CUST1262,North,T-Shirt,Clothing,2,833,1666,Returned,Agent_1
ORD000387,10/12/2025,CUST1281,East,T-Shirt,Clothing,1,872,872,Cancelled,Agent_4
ORD000388,4/24/2025,CUST1066,North,Smartphone,Electronics,2,22559,45118,Completed,Agent_4
ORD000389,2/8/2025,CUST1011,West,Jacket,Clothing,2,3557,7114,Completed,Agent_2
ORD000390,6/19/2025,CUST1062,North,Rice Bag,Grocery,2,1297,2594,Completed,Agent_1
ORD000391,9/12/2025,CUST1015,West,Smartphone,Electronics,10,24665,246650,Completed,Agent_7
ORD000392,8/17/2025,CUST1076,East,Desk,Furniture,4,12979,51916,Completed,Agent_1
ORD000393,9/3/2025,CUST1031,East,Cricket Bat,Sports,5,2499,12495,Returned,Agent_2
ORD000394,5/8/2025,CUST1322,North,Desk,Furniture,4,12342,49368,Completed,Agent_13
ORD000395,6/26/2025,CUST1289,South,Smartwatch,Electronics,6,7967,47802,Cancelled,Agent_9
ORD000396,5/24/2025,CUST1029,North,T-Shirt,Clothing,1,771,771,Completed,Agent_13
ORD000397,2/21/2025,CUST1126,West,Football,Sports,10,1319,13190,Returned,Agent_11
ORD000398,10/22/2025,CUST1198,North,Yoga Mat,Sports,1,1579,1579,Cancelled,Agent_6
ORD000399,12/24/2025,CUST1183,West,Office Chair,Furniture,4,7129,28516,Completed,Agent_15
ORD000400,9/10/2025,CUST1277,East,Jacket,Clothing,10,3249,32490,Returned,Agent_5
ORD000401,9/27/2025,CUST1244,North,Laptop,Electronics,1,52058,52058,Completed,Agent_1
ORD000402,6/15/2025,CUST1030,North,Cricket Bat,Sports,3,2420,7260,Completed,Agent_1
ORD000403,7/11/2025,CUST1339,North,Office Chair,Furniture,9,7504,67536,Returned,Agent_7
ORD000404,8/12/2025,CUST1327,East,Jeans,Clothing,6,1669,10014,Completed,Agent_8
ORD000405,7/2/2025,CUST1114,East,Bookshelf,Furniture,9,9348,84132,Returned,Agent_11
ORD000406,4/1/2025,CUST1000,East,Desk,Furniture,5,12561,62805,Completed,Agent_12
ORD000407,11/10/2025,CUST1113,West,Tea Pack,Grocery,1,468,468,Completed,Agent_11
ORD000408,6/13/2025,CUST1085,East,Rice Bag,Grocery,6,1258,7548,Completed,Agent_11
ORD000409,12/21/2025,CUST1034,West,Headphones,Electronics,8,2706,21648,Completed,Agent_6
ORD000410,3/27/2025,CUST1211,North,Laptop,Electronics,1,53745,53745,Completed,Agent_8
ORD000411,10/23/2025,CUST1333,West,Jacket,Clothing,7,3220,22540,Completed,Agent_13
ORD000412,1/11/2025,CUST1163,East,Desk,Furniture,2,12718,25436,Completed,Agent_5
ORD000413,2/8/2025,CUST1280,West,Headphones,Electronics,3,3232,9696,Completed,Agent_15
ORD000414,8/9/2025,CUST1334,West,Jacket,Clothing,10,3775,37750,Completed,Agent_3
ORD000415,4/8/2025,CUST1209,East,Rice Bag,Grocery,1,1104,1104,Completed,Agent_12
ORD000416,7/21/2025,CUST1292,East,Football,Sports,5,1151,5755,Completed,Agent_9
ORD000417,12/5/2025,CUST1320,West,Office Chair,Furniture,6,6305,37830,Completed,Agent_10
ORD000418,2/11/2025,CUST1242,South,Laptop,Electronics,4,51379,205516,Completed,Agent_14
ORD000419,11/25/2025,CUST1278,North,Cooking Oil,Grocery,8,1942,15536,Completed,Agent_7
ORD000420,8/27/2025,CUST1134,North,Cooking Oil,Grocery,3,1780,5340,Completed,Agent_4
ORD000421,2/13/2025,CUST1342,West,Cricket Bat,Sports,3,2626,7878,Completed,Agent_6
ORD000422,9/25/2025,CUST1214,West,Tea Pack,Grocery,4,505,2020,Completed,Agent_9
ORD000423,1/18/2025,CUST1257,East,Tea Pack,Grocery,4,497,1988,Completed,Agent_10
ORD000424,8/18/2025,CUST1088,West,Yoga Mat,Sports,10,1394,13940,Cancelled,Agent_3
ORD000425,8/11/2025,CUST1103,West,Office Chair,Furniture,1,6892,6892,Returned,Agent_14
ORD000426,2/4/2025,CUST1044,East,Football,Sports,6,1298,7788,Returned,Agent_7
ORD000427,1/7/2025,CUST1319,East,Football,Sports,5,1204,6020,Returned,Agent_10
ORD000428,10/26/2025,CUST1051,South,Rice Bag,Grocery,7,1115,7805,Completed,Agent_15
ORD000429,5/16/2025,CUST1196,North,Headphones,Electronics,9,3228,29052,Completed,Agent_11
ORD000430,11/13/2025,CUST1311,South,Football,Sports,1,1121,1121,Completed,Agent_11
ORD000431,9/1/2025,CUST1137,East,Smartwatch,Electronics,6,8304,49824,Completed,Agent_15
ORD000432,12/23/2025,CUST1050,South,Jeans,Clothing,5,1720,8600,Completed,Agent_14
ORD000433,8/2/2025,CUST1309,North,Jacket,Clothing,8,3691,29528,Completed,Agent_11
ORD000434,7/11/2025,CUST1028,North,Rice Bag,Grocery,7,1257,8799,Completed,Agent_9
ORD000435,9/26/2025,CUST1291,West,Headphones,Electronics,9,2942,26478,Completed,Agent_1
ORD000436,7/4/2025,CUST1101,North,Office Chair,Furniture,4,6346,25384,Completed,Agent_5
ORD000437,1/16/2025,CUST1123,South,Tea Pack,Grocery,7,513,3591,Completed,Agent_6
ORD000438,3/25/2025,CUST1132,South,Rice Bag,Grocery,8,1220,9760,Completed,Agent_12
ORD000439,10/20/2025,CUST1109,West,Headphones,Electronics,1,2931,2931,Completed,Agent_14
ORD000440,1/11/2025,CUST1349,North,Bookshelf,Furniture,4,8584,34336,Completed,Agent_1
ORD000441,5/10/2025,CUST1311,South,Bookshelf,Furniture,3,9182,27546,Completed,Agent_13
ORD000442,4/22/2025,CUST1238,West,Jeans,Clothing,7,1926,13482,Completed,Agent_5
ORD000443,12/6/2025,CUST1191,East,Football,Sports,10,1104,11040,Completed,Agent_9
ORD000444,6/22/2025,CUST1141,East,Football,Sports,5,1244,6220,Completed,Agent_11
ORD000445,5/4/2025,CUST1029,North,Jeans,Clothing,5,1687,8435,Completed,Agent_13
ORD000446,12/2/2025,CUST1254,West,Football,Sports,6,1243,7458,Completed,Agent_5
ORD000447,10/20/2025,CUST1097,North,Cooking Oil,Grocery,7,1885,13195,Completed,Agent_6
ORD000448,12/10/2025,CUST1183,East,Bookshelf,Furniture,9,9248,83232,Completed,Agent_9
ORD000449,3/7/2025,CUST1132,North,Bookshelf,Furniture,9,8426,75834,Completed,Agent_12
ORD000450,4/25/2025,CUST1157,West,Bookshelf,Furniture,6,9277,55662,Completed,Agent_7
ORD000451,3/2/2025,CUST1240,West,Jeans,Clothing,5,1830,9150,Completed,Agent_1
ORD000452,9/14/2025,CUST1061,West,Yoga Mat,Sports,10,1371,13710,Completed,Agent_14
ORD000453,3/12/2025,CUST1102,East,Football,Sports,7,1092,7644,Cancelled,Agent_6
ORD000454,2/11/2025,CUST1249,South,Football,Sports,3,1155,3465,Completed,Agent_6
ORD000455,3/28/2025,CUST1295,East,Desk,Furniture,1,10811,10811,Completed,Agent_13
ORD000456,8/8/2025,CUST1244,North,Smartphone,Electronics,10,24668,246680,Completed,Agent_7
ORD000457,9/29/2025,CUST1097,North,Cricket Bat,Sports,6,2725,16350,Completed,Agent_1
ORD000458,9/15/2025,CUST1301,East,Office Chair,Furniture,6,6736,40416,Completed,Agent_5
ORD000459,9/26/2025,CUST1172,North,Headphones,Electronics,5,2973,14865,Completed,Agent_7
ORD000460,7/26/2025,CUST1009,West,Desk,Furniture,8,11662,93296,Completed,Agent_4
ORD000461,7/7/2025,CUST1333,North,Office Chair,Furniture,1,7125,7125,Completed,Agent_13
ORD000462,12/5/2025,CUST1055,North,Jacket,Clothing,10,3184,31840,Returned,Agent_11
ORD000463,5/10/2025,CUST1242,West,Laptop,Electronics,7,54387,380709,Completed,Agent_12
ORD000464,5/19/2025,CUST1318,North,Headphones,Electronics,7,3096,21672,Completed,Agent_10
ORD000465,2/28/2025,CUST1054,East,Rice Bag,Grocery,9,1252,11268,Completed,Agent_8
ORD000466,7/29/2025,CUST1151,North,Desk,Furniture,9,13135,118215,Completed,Agent_3
ORD000467,12/10/2025,CUST1045,North,Rice Bag,Grocery,8,1159,9272,Completed,Agent_15
ORD000468,9/19/2025,CUST1038,North,Yoga Mat,Sports,8,1394,11152,Completed,Agent_12
ORD000469,5/16/2025,CUST1237,East,Jacket,Clothing,4,3469,13876,Returned,Agent_1
ORD000470,8/7/2025,CUST1059,North,Office Chair,Furniture,5,6804,34020,Completed,Agent_2
ORD000471,7/3/2025,CUST1224,West,Laptop,Electronics,3,56796,170388,Completed,Agent_10
ORD000472,8/22/2025,CUST1139,North,Headphones,Electronics,6,2809,16854,Completed,Agent_14
ORD000473,1/31/2025,CUST1081,South,Cooking Oil,Grocery,3,1660,4980,Completed,Agent_2
ORD000474,7/14/2025,CUST1183,South,Football,Sports,10,1242,12420,Completed,Agent_10
ORD000475,1/24/2025,CUST1032,North,Desk,Furniture,8,11071,88568,Completed,Agent_5
ORD000476,11/13/2025,CUST1048,East,Smartphone,Electronics,6,25095,150570,Completed,Agent_7
ORD000477,3/18/2025,CUST1285,East,Desk,Furniture,6,12392,74352,Completed,Agent_15
ORD000478,9/11/2025,CUST1084,West,Laptop,Electronics,3,55061,165183,Completed,Agent_2
ORD000479,4/25/2025,CUST1281,West,T-Shirt,Clothing,6,875,5250,Completed,Agent_11
ORD000480,2/15/2025,CUST1255,South,Office Chair,Furniture,8,6921,55368,Completed,Agent_8
ORD000481,10/13/2025,CUST1281,North,Tea Pack,Grocery,1,460,460,Completed,Agent_1
ORD000482,12/2/2025,CUST1343,West,Yoga Mat,Sports,5,1617,8085,Completed,Agent_8
ORD000483,11/14/2025,CUST1307,West,T-Shirt,Clothing,4,855,3420,Completed,Agent_8
ORD000484,4/24/2025,CUST1001,East,Jacket,Clothing,8,3229,25832,Completed,Agent_6
ORD000485,3/26/2025,CUST1252,South,Jacket,Clothing,9,3411,30699,Completed,Agent_3
ORD000486,7/21/2025,CUST1110,West,Rice Bag,Grocery,5,1226,6130,Completed,Agent_8
ORD000487,11/21/2025,CUST1344,West,Bookshelf,Furniture,6,8293,49758,Completed,Agent_10
ORD000488,9/13/2025,CUST1002,North,Cooking Oil,Grocery,10,1964,19640,Completed,Agent_9
ORD000489,4/1/2025,CUST1296,East,Football,Sports,10,1195,11950,Completed,Agent_3
ORD000490,6/14/2025,CUST1258,East,Office Chair,Furniture,7,7220,50540,Completed,Agent_15
ORD000491,5/31/2025,CUST1231,South,Yoga Mat,Sports,4,1432,5728,Returned,Agent_13
ORD000492,6/10/2025,CUST1283,North,Tea Pack,Grocery,9,479,4311,Completed,Agent_11
ORD000493,3/9/2025,CUST1332,North,Bookshelf,Furniture,5,9335,46675,Cancelled,Agent_3
ORD000494,10/26/2025,CUST1292,South,Jacket,Clothing,2,3682,7364,Completed,Agent_11
ORD000495,1/13/2025,CUST1195,East,Football,Sports,7,1273,8911,Completed,Agent_3
ORD000496,5/27/2025,CUST1349,North,Smartphone,Electronics,5,26250,131250,Completed,Agent_5
ORD000497,8/20/2025,CUST1052,North,Headphones,Electronics,4,3152,12608,Completed,Agent_10
ORD000498,12/23/2025,CUST1147,West,Cricket Bat,Sports,9,2444,21996,Completed,Agent_12
ORD000499,6/10/2025,CUST1282,East,Cooking Oil,Grocery,7,1964,13748,Returned,Agent_1
ORD000500,8/15/2025,CUST1115,North,T-Shirt,Clothing,10,859,8590,Completed,Agent_15
ORD000501,4/10/2025,CUST1150,East,Jacket,Clothing,9,3666,32994,Completed,Agent_8
ORD000502,1/21/2025,CUST1219,North,Smartphone,Electronics,3,26175,78525,Completed,Agent_5
ORD000503,8/27/2025,CUST1079,East,Office Chair,Furniture,10,7484,74840,Completed,Agent_1
ORD000504,12/5/2025,CUST1154,North,Jacket,Clothing,1,3691,3691,Completed,Agent_8
ORD000505,4/23/2025,CUST1094,West,Football,Sports,2,1268,2536,Completed,Agent_9
ORD000506,6/28/2025,CUST1113,North,Cricket Bat,Sports,7,2521,17647,Completed,Agent_15
ORD000507,11/13/2025,CUST1271,North,Jeans,Clothing,6,1725,10350,Returned,Agent_8
ORD000508,11/11/2025,CUST1318,West,Laptop,Electronics,6,54402,326412,Cancelled,Agent_4
ORD000509,5/25/2025,CUST1012,West,Jeans,Clothing,2,1758,3516,Completed,Agent_15
ORD000510,11/30/2025,CUST1098,South,Jacket,Clothing,9,3461,31149,Completed,Agent_6
ORD000511,4/18/2025,CUST1343,South,Smartphone,Electronics,9,25166,226494,Completed,Agent_11
ORD000512,8/11/2025,CUST1331,West,Rice Bag,Grocery,4,1209,4836,Completed,Agent_14
ORD000513,2/7/2025,CUST1027,West,Office Chair,Furniture,8,7303,58424,Completed,Agent_3
ORD000514,7/28/2025,CUST1198,West,Cricket Bat,Sports,10,2660,26600,Cancelled,Agent_8
ORD000515,1/4/2025,CUST1328,East,Cooking Oil,Grocery,1,1760,1760,Completed,Agent_12
ORD000516,5/29/2025,CUST1154,East,Cricket Bat,Sports,2,2428,4856,Completed,Agent_10
ORD000517,3/22/2025,CUST1273,North,Cooking Oil,Grocery,7,1915,13405,Completed,Agent_4
ORD000518,12/13/2025,CUST1331,North,Tea Pack,Grocery,5,546,2730,Completed,Agent_6
ORD000519,7/21/2025,CUST1275,West,Smartphone,Electronics,2,22708,45416,Completed,Agent_9
ORD000520,9/20/2025,CUST1072,West,T-Shirt,Clothing,6,753,4518,Cancelled,Agent_3
ORD000521,10/18/2025,CUST1027,North,Football,Sports,4,1107,4428,Completed,Agent_14
ORD000522,5/9/2025,CUST1050,West,Football,Sports,9,1097,9873,Completed,Agent_4
ORD000523,2/21/2025,CUST1145,East,Cooking Oil,Grocery,6,1666,9996,Completed,Agent_10
ORD000524,6/6/2025,CUST1299,North,Desk,Furniture,8,11881,95048,Completed,Agent_3
ORD000525,4/24/2025,CUST1328,East,Jeans,Clothing,7,1680,11760,Completed,Agent_7
ORD000526,7/3/2025,CUST1156,North,T-Shirt,Clothing,6,860,5160,Completed,Agent_8
ORD000527,3/13/2025,CUST1275,East,Bookshelf,Furniture,10,8247,82470,Completed,Agent_4
ORD000528,10/25/2025,CUST1296,North,Laptop,Electronics,1,58845,58845,Completed,Agent_7
ORD000529,10/4/2025,CUST1241,West,Office Chair,Furniture,9,6664,59976,Completed,Agent_11
ORD000530,5/29/2025,CUST1068,West,Jeans,Clothing,4,1940,7760,Completed,Agent_8
ORD000531,11/11/2025,CUST1084,South,Smartwatch,Electronics,6,8003,48018,Completed,Agent_13
ORD000532,3/16/2025,CUST1247,South,Rice Bag,Grocery,3,1215,3645,Completed,Agent_6
ORD000533,12/9/2025,CUST1105,North,Rice Bag,Grocery,2,1143,2286,Completed,Agent_9
ORD000534,1/21/2025,CUST1332,West,Jeans,Clothing,8,1950,15600,Completed,Agent_6
ORD000535,10/6/2025,CUST1291,North,Yoga Mat,Sports,5,1600,8000,Completed,Agent_3
ORD000536,9/22/2025,CUST1128,South,Cooking Oil,Grocery,10,1855,18550,Cancelled,Agent_7
ORD000537,9/7/2025,CUST1246,West,Bookshelf,Furniture,7,8735,61145,Completed,Agent_15
ORD000538,11/26/2025,CUST1143,East,Cricket Bat,Sports,8,2332,18656,Completed,Agent_4
ORD000539,4/28/2025,CUST1212,North,Desk,Furniture,10,12521,125210,Completed,Agent_13
ORD000540,11/28/2025,CUST1210,North,Smartwatch,Electronics,8,7966,63728,Completed,Agent_1
ORD000541,1/21/2025,CUST1293,North,Bookshelf,Furniture,10,8390,83900,Completed,Agent_3
ORD000542,10/16/2025,CUST1326,North,T-Shirt,Clothing,9,873,7857,Completed,Agent_1
ORD000543,9/4/2025,CUST1087,West,T-Shirt,Clothing,4,791,3164,Returned,Agent_4
ORD000544,12/4/2025,CUST1261,West,Cricket Bat,Sports,10,2660,26600,Completed,Agent_5
ORD000545,7/17/2025,CUST1067,North,Jeans,Clothing,10,1832,18320,Completed,Agent_2
ORD000546,4/1/2025,CUST1243,North,Yoga Mat,Sports,7,1597,11179,Completed,Agent_15
ORD000547,11/5/2025,CUST1276,East,Laptop,Electronics,2,54804,109608,Completed,Agent_14
ORD000548,9/29/2025,CUST1219,North,Tea Pack,Grocery,7,487,3409,Completed,Agent_4
ORD000549,12/23/2025,CUST1294,West,Cooking Oil,Grocery,6,1832,10992,Completed,Agent_2
ORD000550,11/3/2025,CUST1278,South,Jeans,Clothing,4,1947,7788,Completed,Agent_7
ORD000551,7/12/2025,CUST1335,North,Laptop,Electronics,10,55247,552470,Completed,Agent_4
ORD000552,10/27/2025,CUST1129,East,Jeans,Clothing,6,1658,9948,Completed,Agent_5
ORD000553,7/23/2025,CUST1104,West,Tea Pack,Grocery,6,511,3066,Returned,Agent_7
ORD000554,5/10/2025,CUST1157,East,Football,Sports,3,1168,3504,Completed,Agent_10
ORD000555,4/28/2025,CUST1228,North,Tea Pack,Grocery,3,535,1605,Completed,Agent_13
ORD000556,10/9/2025,CUST1314,East,Office Chair,Furniture,4,7011,28044,Cancelled,Agent_12
ORD000557,2/16/2025,CUST1074,East,Smartphone,Electronics,7,27322,191254,Completed,Agent_8
